loc,is_unused,contains_sensitive,num_params,cyclomatic_complexity,commit_count,code_churn,days_since_last_edit,author_count,recent_modification,label
38,1,1,1,18,57,1195,207,8,0,7
243,0,1,0,14,12,657,1008,8,0,5
34,1,0,5,14,52,302,692,2,0,3
280,1,0,2,11,50,1303,1002,8,0,3
27,0,0,3,10,22,770,346,7,0,1
175,0,1,0,12,43,1200,677,10,0,5
173,0,1,1,19,57,1157,110,4,0,5
225,1,1,3,7,17,583,757,12,0,7
216,1,1,0,9,11,1079,696,10,0,7
212,1,1,0,10,43,725,1195,5,0,7
74,0,1,6,12,28,765,13,1,1,4
238,1,0,2,12,15,128,549,11,0,3
10,1,1,0,14,55,1076,709,10,0,7
227,0,1,0,5,52,885,195,5,0,5
147,1,0,3,11,17,940,38,10,0,3
189,0,1,2,11,20,174,876,11,0,5
34,0,0,4,15,0,1263,367,2,0,1
208,1,0,6,7,12,1113,283,1,0,3
122,1,1,1,8,35,858,704,5,0,7
178,0,1,4,4,58,497,671,1,0,5
150,0,0,0,15,55,1479,156,3,0,1
149,0,0,0,17,5,870,1091,10,0,1
112,1,1,1,19,15,139,345,8,0,7
253,1,1,4,7,36,598,329,3,0,7
179,1,1,2,17,46,258,336,4,0,7
111,1,0,0,6,25,887,1023,1,0,3
271,1,1,3,7,43,602,603,12,0,7
73,0,0,5,15,15,427,374,1,0,1
208,0,1,2,16,26,827,472,2,0,5
236,1,0,6,20,39,1081,570,7,0,3
206,1,0,2,9,2,478,37,3,0,3
106,0,0,2,7,16,751,915,4,0,1
204,0,0,4,20,33,841,1116,1,0,1
229,1,0,2,19,60,796,289,1,0,3
79,1,0,1,4,23,103,991,12,0,3
45,1,0,1,16,56,528,239,5,0,3
124,1,1,5,11,15,27,447,7,0,7
37,0,1,5,6,55,1094,692,8,0,5
100,1,1,0,7,20,92,567,3,0,7
85,1,1,5,16,26,1144,106,3,0,7
180,0,1,4,15,17,1109,1131,1,0,5
105,0,1,1,2,36,822,332,5,0,5
83,1,1,5,2,48,181,444,3,0,7
194,0,0,5,19,38,379,551,5,0,1
209,1,1,1,12,32,117,606,11,0,7
95,0,1,2,2,46,186,904,10,0,5
170,1,0,6,19,16,1050,48,5,0,3
253,0,1,5,13,49,569,146,5,0,5
277,0,0,6,2,38,1081,674,5,0,1
223,1,1,6,16,42,1026,504,10,0,7
139,1,0,4,1,52,636,610,6,0,3
222,0,0,6,2,47,921,1133,6,0,1
274,1,1,4,13,15,1209,398,8,0,7
299,1,1,6,13,31,1079,363,5,0,7
83,1,1,2,11,46,1395,842,1,0,7
58,0,1,3,15,58,1088,279,4,0,5
248,1,0,3,9,21,818,256,12,0,3
230,0,0,1,14,7,576,739,11,0,1
106,1,0,6,11,53,1406,823,2,0,3
53,1,1,2,11,52,667,638,6,0,7
295,1,0,3,18,35,975,926,1,0,3
74,1,0,4,20,54,844,1006,3,0,3
288,1,1,2,12,24,103,238,1,0,7
86,0,1,0,12,53,929,58,9,0,5
298,0,1,5,15,1,830,745,3,0,5
168,1,0,6,14,9,810,872,4,0,3
284,1,1,0,6,52,822,470,6,0,7
249,1,1,2,9,23,291,824,7,0,7
178,0,0,0,5,47,642,1036,3,0,1
241,0,1,6,19,52,557,569,11,0,5
37,1,1,0,18,40,870,1181,6,0,7
111,0,0,1,17,53,80,231,12,0,1
287,1,1,0,10,60,640,795,12,0,7
258,0,1,1,4,4,537,848,7,0,5
140,0,1,0,3,47,65,320,10,0,5
293,1,0,5,4,35,6,820,2,0,3
36,0,0,4,6,30,400,33,10,0,1
215,1,1,3,17,9,676,281,1,0,7
83,0,1,1,2,6,1181,1071,6,0,5
26,1,1,6,14,47,144,655,5,0,7
30,0,0,1,16,47,1436,1179,5,0,1
220,0,1,0,14,0,1229,360,11,0,5
28,0,1,0,7,1,421,449,10,0,5
221,1,0,2,13,0,1106,1089,4,0,3
237,1,1,0,14,23,1497,764,6,0,7
140,0,1,2,14,3,20,528,10,0,5
15,1,1,3,8,3,1354,581,2,0,7
5,0,0,2,1,45,284,537,10,0,1
11,1,0,5,13,20,798,810,2,0,3
241,0,1,1,12,8,764,272,4,0,5
10,1,1,4,5,39,701,996,7,0,7
290,1,1,1,18,53,957,616,1,0,7
289,0,1,2,7,25,1396,133,4,0,5
268,0,1,0,4,50,965,657,11,0,5
95,0,1,0,19,38,942,116,7,0,5
201,0,0,4,8,7,1221,763,3,0,1
84,0,0,5,17,57,615,66,6,0,1
255,0,1,3,19,29,1488,1065,8,0,5
194,0,0,0,11,18,1438,798,5,0,1
190,0,0,3,7,41,514,739,9,0,1
108,1,1,6,9,10,397,53,10,0,7
81,1,1,5,9,14,591,488,8,0,7
15,0,0,6,12,48,508,60,2,0,1
220,1,1,2,17,48,379,1029,2,0,7
149,1,0,4,16,9,24,1101,11,0,3
247,1,1,0,19,13,1270,313,11,0,7
231,1,0,6,15,51,687,222,6,0,3
172,1,1,1,5,35,591,702,11,0,7
97,0,1,3,1,15,1240,1130,9,0,5
32,0,0,2,17,9,628,1140,6,0,1
285,0,0,6,20,21,97,266,1,0,1
299,1,1,2,17,52,842,1108,4,0,7
62,0,1,3,19,46,615,471,11,0,5
73,1,1,5,6,35,1156,842,5,0,7
112,0,1,0,20,39,404,1049,10,0,5
107,0,1,2,18,40,414,267,11,0,5
107,0,0,6,18,31,275,1060,11,0,1
260,0,0,4,3,42,757,585,3,0,1
197,0,0,3,20,40,153,970,12,0,1
252,0,1,4,12,7,309,21,4,1,4
19,0,0,2,13,31,467,655,6,0,1
180,1,0,3,5,6,1062,218,1,0,3
209,1,0,3,7,8,593,891,1,0,3
154,1,0,2,10,60,738,290,4,0,3
282,1,1,0,6,0,1050,17,3,1,6
212,0,1,1,4,25,1318,959,6,0,5
230,0,1,4,3,16,859,713,4,0,5
91,1,0,2,8,44,647,110,4,0,3
69,1,1,2,19,55,278,799,9,0,7
245,0,0,5,12,5,1499,679,4,0,1
77,0,1,6,5,20,303,523,1,0,5
80,0,0,5,9,3,362,254,5,0,1
250,0,0,5,6,37,1108,283,4,0,1
152,1,1,1,6,17,369,810,5,0,7
180,1,0,5,8,52,1304,490,9,0,3
53,0,0,4,8,23,948,265,8,0,1
16,0,0,3,14,29,740,483,10,0,1
273,0,0,5,6,12,113,577,7,0,1
216,0,1,2,8,25,1464,960,9,0,5
11,1,1,1,8,23,702,1192,2,0,7
70,1,0,3,13,47,895,622,9,0,3
55,0,1,0,2,55,169,535,2,0,5
286,0,0,6,5,43,164,1017,2,0,1
204,0,0,2,18,0,926,232,2,0,1
85,0,0,6,12,5,612,290,11,0,1
46,1,0,5,1,45,531,827,10,0,3
87,1,0,4,4,19,1290,206,10,0,3
187,0,1,5,8,15,452,239,9,0,5
141,1,1,5,3,58,672,1060,2,0,7
116,0,1,6,4,26,267,442,7,0,5
107,0,0,4,12,57,1089,731,9,0,1
133,1,1,2,3,57,1023,753,3,0,7
215,0,1,3,6,57,1064,287,6,0,5
143,0,0,2,11,26,640,243,3,0,1
248,0,1,1,17,48,753,69,10,0,5
43,1,1,0,7,10,1307,361,7,0,7
175,0,1,1,13,44,71,456,4,0,5
220,1,1,3,16,27,1331,136,8,0,7
125,0,1,1,8,57,750,1059,2,0,5
241,1,0,1,8,57,109,87,12,0,3
126,0,1,0,10,13,1115,389,8,0,5
204,1,1,6,10,35,1427,11,8,1,6
171,0,0,3,16,52,1031,71,10,0,1
49,0,1,1,8,47,1231,706,3,0,5
234,1,1,2,12,30,839,154,12,0,7
67,0,1,4,4,42,1261,755,7,0,5
163,0,0,6,10,60,34,255,7,0,1
284,1,1,1,5,28,854,1089,4,0,7
299,1,0,1,5,7,823,1033,1,0,3
236,0,0,6,11,2,966,594,1,0,1
279,0,0,3,10,11,677,964,4,0,1
94,1,0,3,7,37,792,275,3,0,3
213,1,1,4,6,4,485,280,8,0,7
166,0,1,6,15,27,1451,184,10,0,5
76,1,1,4,10,1,125,951,1,0,7
46,0,0,4,14,0,1349,405,1,0,1
106,1,0,1,3,10,113,867,8,0,3
293,0,1,6,10,50,684,533,1,0,5
276,1,0,0,18,26,875,635,11,0,3
123,0,0,6,3,6,330,552,4,0,1
59,1,0,5,5,33,849,310,2,0,3
6,0,0,5,6,47,358,209,2,0,1
249,0,1,3,17,57,128,385,10,0,5
225,1,1,2,4,38,1491,631,2,0,7
20,1,0,4,15,58,1088,357,10,0,3
13,1,1,3,13,15,951,1058,2,0,7
142,1,1,0,10,1,974,1097,8,0,7
246,0,1,3,16,33,202,58,3,0,5
89,0,0,6,7,12,417,900,9,0,1
242,0,0,6,2,58,1454,293,11,0,1
183,0,0,4,8,37,1082,901,12,0,1
249,0,0,5,19,9,431,464,12,0,1
118,1,1,6,13,15,559,429,6,0,7
155,1,0,2,20,47,826,316,5,0,3
167,0,1,3,6,60,1188,1026,8,0,5
38,0,0,1,1,39,917,218,8,0,1
223,0,0,1,7,13,986,859,6,0,1
35,1,0,3,18,3,606,774,4,0,3
214,0,0,4,10,50,1446,831,5,0,1
136,1,1,1,14,60,1150,585,4,0,7
20,1,1,0,1,5,78,689,1,0,7
210,1,1,2,3,20,1345,393,9,0,7
90,0,1,0,4,19,1231,808,9,0,5
229,0,0,2,3,40,2,1049,6,0,1
237,1,0,5,19,33,460,597,10,0,3
123,0,1,6,12,3,469,654,11,0,5
102,1,1,5,8,19,696,800,11,0,7
102,1,0,0,10,9,1387,786,3,0,3
177,0,1,5,4,55,482,1130,5,0,5
36,1,0,0,4,24,1029,1197,7,0,3
286,1,0,2,1,23,1357,461,2,0,3
185,1,1,2,6,45,1406,356,8,0,7
278,1,1,3,11,10,891,1103,4,0,7
39,1,0,4,8,9,16,568,1,0,3
24,0,0,2,20,4,1344,974,10,0,1
177,1,1,0,12,6,958,998,11,0,7
58,0,1,1,6,28,1112,939,12,0,5
271,1,1,5,1,1,1329,980,1,0,7
111,1,0,0,5,52,766,123,3,0,3
193,0,1,3,3,30,448,205,2,0,5
279,0,1,0,20,30,737,271,5,0,5
173,0,1,6,19,45,843,866,4,0,5
84,0,1,6,20,9,904,973,9,0,5
31,0,0,1,1,10,1115,780,9,0,1
9,0,1,5,11,11,880,36,1,0,5
141,0,1,2,13,8,116,393,12,0,5
238,1,0,3,16,35,1329,242,9,0,3
141,0,0,5,20,55,768,1122,7,0,1
98,1,1,1,1,38,1189,728,1,0,7
122,1,0,1,13,30,35,504,8,0,3
93,1,0,1,17,60,1211,1116,10,0,3
156,1,0,1,1,42,440,823,5,0,3
189,1,1,5,14,53,172,503,10,0,7
25,0,1,2,8,42,1208,656,3,0,5
104,0,1,5,20,7,870,318,8,0,5
279,0,0,4,13,43,622,689,8,0,1
124,1,0,1,4,6,95,281,11,0,3
24,0,1,6,5,32,1433,1062,6,0,5
293,1,1,5,10,59,130,1173,12,0,7
267,0,0,6,5,24,615,118,9,0,1
14,0,0,3,12,56,554,1012,10,0,1
64,0,1,6,12,36,1107,602,11,0,5
290,1,0,5,13,47,178,1134,4,0,3
263,0,0,5,3,32,808,1095,9,0,1
201,1,1,0,20,27,353,1050,1,0,7
110,0,0,6,18,24,754,802,6,0,1
288,0,0,2,15,33,1096,684,11,0,1
264,1,0,2,8,25,869,96,2,0,3
64,0,1,5,20,21,978,1114,4,0,5
83,1,1,6,2,47,534,908,4,0,7
298,1,1,3,16,57,111,107,3,0,7
115,0,1,3,4,55,835,218,1,0,5
54,0,0,5,18,2,556,616,9,0,1
78,1,0,6,17,23,313,459,5,0,3
38,1,1,0,20,14,519,544,4,0,7
45,1,1,0,2,21,496,622,11,0,7
121,0,1,1,17,46,662,122,7,0,5
60,1,0,5,9,13,1489,337,4,0,3
52,0,0,0,14,49,1120,224,6,0,1
82,1,0,0,6,44,541,675,1,0,3
225,1,1,0,5,6,147,1107,10,0,7
105,1,0,6,15,20,639,630,9,0,3
279,0,1,4,14,52,170,567,12,0,5
219,1,0,6,2,1,4,718,9,0,3
216,1,1,5,15,40,839,567,3,0,7
221,0,1,5,5,24,741,504,9,0,5
81,0,1,4,9,56,426,320,7,0,5
180,1,1,6,5,24,858,302,2,0,7
283,1,1,1,9,37,1378,791,8,0,7
281,0,1,1,13,35,1089,984,6,0,5
160,0,0,0,12,10,675,112,2,0,1
205,1,0,2,9,22,579,711,9,0,3
152,0,0,5,8,56,743,714,4,0,1
10,1,0,0,1,57,1147,3,11,1,2
119,1,0,5,6,38,1324,399,11,0,3
184,1,1,4,16,42,820,945,3,0,7
257,0,1,1,6,39,1126,1157,12,0,5
263,0,1,6,4,31,864,1087,12,0,5
12,1,1,5,20,8,176,1067,2,0,7
44,0,1,2,2,2,872,1122,2,0,5
98,1,1,0,19,16,1280,202,12,0,7
127,0,0,1,17,6,914,1130,2,0,1
56,1,1,5,2,51,748,446,11,0,7
208,0,0,6,9,2,928,740,8,0,1
104,0,1,3,15,20,1191,555,4,0,5
65,1,0,5,2,15,551,611,2,0,3
38,1,0,1,12,56,477,1082,1,0,3
300,0,1,1,9,14,656,1109,10,0,5
6,0,1,3,4,12,454,715,11,0,5
283,1,1,6,6,54,1346,868,1,0,7
28,0,1,0,2,10,1260,843,6,0,5
63,0,0,6,8,57,106,422,7,0,1
154,1,0,4,15,7,1345,263,12,0,3
73,1,1,2,7,2,995,527,11,0,7
123,0,0,5,8,21,400,908,7,0,1
32,1,0,6,13,52,473,939,10,0,3
266,1,1,1,14,8,523,298,12,0,7
231,0,0,2,5,16,880,878,10,0,1
281,0,1,0,6,35,577,254,4,0,5
164,1,1,4,10,27,947,688,12,0,7
164,1,0,1,4,35,144,298,4,0,3
108,0,0,1,10,1,866,969,3,0,1
263,0,0,6,8,21,452,541,1,0,1
251,1,1,0,4,1,1335,235,9,0,7
298,0,1,2,8,9,949,857,9,0,5
60,1,1,0,9,49,778,868,11,0,7
144,0,0,5,6,16,1374,697,9,0,1
88,1,1,3,7,54,446,856,1,0,7
71,1,1,6,12,34,772,304,8,0,7
66,1,1,4,20,5,1414,649,12,0,7
284,0,0,2,16,44,1002,1160,10,0,1
247,0,1,0,9,52,926,513,1,0,5
59,1,0,2,8,26,966,1143,10,0,3
225,0,1,1,5,37,1064,274,3,0,5
87,0,1,3,4,39,184,435,7,0,5
114,1,1,6,6,37,29,467,4,0,7
176,0,1,6,8,22,105,231,2,0,5
27,1,0,2,12,30,494,1174,2,0,3
173,0,1,4,7,39,1021,1100,1,0,5
90,0,1,4,8,14,466,1163,6,0,5
14,0,0,4,12,25,668,616,9,0,1
156,1,1,2,6,3,1339,807,4,0,7
67,0,0,4,20,60,1028,795,8,0,1
279,0,0,3,19,17,26,597,2,0,1
199,1,0,2,1,39,791,1072,3,0,3
83,0,0,2,20,49,321,451,6,0,1
72,0,1,2,13,42,1289,494,12,0,5
236,0,0,5,1,50,879,178,4,0,1
223,1,1,5,4,26,231,1170,9,0,7
168,0,1,0,19,36,1013,1112,6,0,5
115,0,1,4,10,44,158,1003,12,0,5
240,0,1,0,8,26,352,326,3,0,5
91,0,1,6,18,55,769,613,6,0,5
34,1,0,4,13,32,1127,978,10,0,3
197,1,1,6,9,34,951,825,2,0,7
239,1,0,6,20,52,699,410,3,0,3
199,0,0,0,2,36,109,107,5,0,1
178,0,1,0,13,13,382,719,6,0,5
299,0,1,1,12,14,498,39,2,0,5
10,0,1,0,1,41,854,601,8,0,5
107,1,1,5,1,30,1382,323,2,0,7
133,0,0,2,12,31,367,68,12,0,1
266,1,1,6,14,50,294,1003,4,0,7
120,0,0,0,4,19,1051,911,12,0,1
157,0,1,1,7,6,446,16,1,1,4
59,1,0,4,5,57,25,385,9,0,3
140,1,0,3,17,46,1421,941,9,0,3
138,1,1,0,13,22,1092,102,10,0,7
144,0,1,3,15,38,861,243,1,0,5
245,0,1,0,16,32,1347,716,2,0,5
6,1,1,2,18,40,1069,272,3,0,7
235,1,0,0,18,30,1214,234,5,0,3
191,1,1,2,18,50,437,999,10,0,7
46,1,0,6,12,37,12,1112,7,0,3
262,1,1,0,20,17,865,781,8,0,7
215,0,1,4,19,35,1322,806,8,0,5
190,0,0,6,3,32,423,346,7,0,1
86,1,1,5,13,48,1066,539,11,0,7
273,0,0,4,17,4,872,397,5,0,1
242,1,1,3,8,28,191,122,2,0,7
114,0,0,0,6,42,817,978,3,0,1
246,0,1,5,12,16,111,480,2,0,5
111,0,0,1,20,33,545,14,4,1,0
77,1,0,2,11,30,631,883,10,0,3
34,0,0,5,6,49,830,664,12,0,1
58,0,1,2,18,41,1397,1016,11,0,5
169,1,1,5,20,23,335,764,10,0,7
95,1,0,0,10,36,1434,154,6,0,3
237,1,1,6,10,21,1313,818,2,0,7
272,1,0,4,16,13,80,538,8,0,3
91,0,1,0,9,22,460,203,4,0,5
210,1,0,3,9,28,679,1004,5,0,3
287,1,0,3,6,45,388,658,3,0,3
188,0,0,4,3,60,727,66,4,0,1
53,0,0,0,7,60,1216,322,5,0,1
201,0,1,2,1,56,1237,300,4,0,5
63,1,0,3,19,4,514,976,12,0,3
132,1,0,4,6,5,629,52,11,0,3
21,1,1,1,10,55,305,317,6,0,7
48,1,0,0,4,0,670,1111,11,0,3
50,0,1,5,4,13,1318,153,8,0,5
22,1,1,0,19,4,1,433,8,0,7
261,0,0,3,6,57,742,389,11,0,1
60,0,1,2,13,37,747,1178,4,0,5
85,1,0,5,8,46,1356,785,9,0,3
207,0,0,3,10,20,1460,126,4,0,1
95,1,1,2,17,33,552,847,3,0,7
184,1,0,3,9,16,1393,679,9,0,3
290,0,0,6,2,50,1272,271,6,0,1
149,0,1,6,1,27,99,1139,1,0,5
197,0,1,1,13,23,1428,948,1,0,5
210,0,0,6,7,16,762,729,1,0,1
145,1,1,0,20,38,1020,143,6,0,7
136,0,1,5,8,14,1007,554,1,0,5
135,1,1,2,7,5,1445,407,3,0,7
6,1,0,4,14,1,1382,627,7,0,3
188,0,0,1,16,6,43,1024,2,0,1
238,1,0,6,4,30,627,637,5,0,3
167,0,0,4,19,38,740,294,1,0,1
97,1,1,6,17,55,221,471,12,0,7
189,1,1,4,2,20,1471,200,6,0,7
36,0,0,3,9,52,407,809,1,0,1
67,1,1,2,16,59,1151,151,4,0,7
164,1,1,0,9,39,1351,1018,4,0,7
199,1,1,1,20,28,957,293,5,0,7
19,0,1,2,3,10,68,4,9,1,4
103,0,0,6,18,6,168,759,8,0,1
266,1,0,4,1,26,124,938,6,0,3
135,1,0,0,2,9,868,981,1,0,3
298,1,1,0,14,14,1347,39,11,0,7
56,0,0,0,6,5,196,1116,4,0,1
155,0,1,5,20,51,519,953,9,0,5
274,0,0,5,12,31,989,211,8,0,1
30,0,0,2,6,34,603,1035,7,0,1
111,1,1,2,16,23,154,1001,1,0,7
9,1,0,4,6,10,1384,153,2,0,3
132,0,1,6,14,25,841,24,12,1,4
209,1,0,5,9,24,1105,745,12,0,3
103,1,0,0,4,39,650,840,8,0,3
60,0,1,1,19,48,379,1018,4,0,5
6,1,1,4,5,19,595,396,7,0,7
68,1,0,4,8,15,697,1134,6,0,3
58,1,1,1,11,33,53,996,10,0,7
256,0,1,0,10,58,108,841,4,0,5
235,0,0,3,17,47,1152,271,2,0,1
156,0,0,4,1,27,1436,459,4,0,1
140,0,1,6,6,5,1439,938,9,0,5
143,1,1,2,11,45,304,332,1,0,7
45,1,1,2,2,27,295,787,5,0,7
226,0,0,0,7,47,10,904,3,0,1
76,1,0,5,3,0,425,240,4,0,3
197,1,0,5,18,59,1173,908,1,0,3
14,0,0,0,7,3,191,1121,12,0,1
259,1,0,4,3,54,777,1001,9,0,3
37,1,0,1,7,27,1150,604,2,0,3
117,0,1,0,9,20,1137,503,1,0,5
299,0,1,5,11,2,915,775,5,0,5
125,1,1,3,5,40,519,59,8,0,7
144,0,0,0,18,58,1305,637,10,0,1
181,0,1,6,17,19,549,641,7,0,5
234,0,0,6,12,30,190,225,2,0,1
151,0,0,5,6,36,66,53,3,0,1
132,0,0,6,12,36,1026,502,3,0,1
140,1,0,3,1,28,319,490,11,0,3
120,1,0,5,15,24,1234,757,3,0,3
55,1,1,6,7,2,394,55,5,0,7
153,1,0,1,17,12,184,276,2,0,3
86,0,1,3,8,13,70,332,9,0,5
35,0,1,5,17,36,787,37,9,0,5
297,1,0,6,12,36,282,1181,6,0,3
261,1,0,6,2,39,630,779,5,0,3
46,1,0,3,20,31,621,895,10,0,3
39,1,0,1,6,22,1131,791,6,0,3
99,1,1,6,14,14,1402,432,3,0,7
184,0,0,0,8,19,219,370,12,0,1
270,0,0,1,2,50,713,299,11,0,1
205,0,1,1,17,40,1045,714,9,0,5
234,0,1,4,16,17,996,329,6,0,5
198,1,0,2,18,13,170,71,3,0,3
200,1,1,3,3,8,490,728,3,0,7
249,0,1,6,7,52,1340,586,4,0,5
217,1,0,0,7,4,613,1018,11,0,3
31,1,1,2,17,5,187,1137,3,0,7
143,0,0,3,4,38,144,1011,11,0,1
145,0,0,4,18,12,769,634,9,0,1
210,1,0,0,11,54,1001,187,8,0,3
37,0,0,4,14,60,1203,56,2,0,1
238,1,0,0,5,5,1406,1196,10,0,3
257,0,1,6,18,36,1411,813,5,0,5
108,0,0,4,18,23,979,294,10,0,1
42,1,0,6,15,28,588,184,11,0,3
66,1,0,2,16,59,279,1107,2,0,3
274,0,1,1,16,50,314,823,11,0,5
126,1,1,4,18,53,1061,135,6,0,7
201,0,1,1,7,24,1026,1111,5,0,5
231,1,0,5,12,2,1,892,11,0,3
73,0,0,4,14,21,163,689,5,0,1
27,0,0,0,10,24,706,842,11,0,1
213,0,0,3,1,59,98,754,4,0,1
293,1,1,6,20,18,12,1163,2,0,7
101,1,0,6,19,29,464,960,4,0,3
59,1,0,4,17,54,1076,579,3,0,3
250,0,1,4,3,0,353,1051,8,0,5
63,0,1,6,8,21,617,667,8,0,5
132,1,0,3,12,11,1402,654,12,0,3
32,0,1,3,7,55,726,824,10,0,5
206,1,0,6,11,38,541,448,5,0,3
271,0,1,4,16,27,764,17,10,1,4
127,0,1,6,5,6,76,678,7,0,5
165,1,0,5,12,51,13,1012,9,0,3
37,1,1,4,10,55,433,706,4,0,7
173,0,1,5,6,1,698,47,9,0,5
91,0,0,0,13,9,755,246,5,0,1
245,0,0,4,7,5,952,873,11,0,1
145,0,1,1,5,58,32,88,11,0,5
86,1,1,3,12,36,226,348,8,0,7
121,1,0,5,17,24,998,78,5,0,3
131,1,0,4,11,30,668,637,4,0,3
235,1,1,4,12,23,143,1144,10,0,7
294,1,1,5,1,37,662,1150,2,0,7
187,1,1,3,7,57,110,394,3,0,7
142,0,1,1,18,43,991,446,11,0,5
256,1,0,6,14,22,990,479,9,0,3
190,0,0,0,15,12,1473,310,8,0,1
66,0,0,1,19,30,1486,856,6,0,1
171,1,0,2,2,37,717,314,9,0,3
262,1,1,1,20,36,765,33,11,0,7
17,1,1,4,14,27,1074,362,5,0,7
61,0,0,6,8,22,368,1145,11,0,1
209,0,1,1,6,20,87,975,9,0,5
117,0,1,4,11,0,376,1175,10,0,5
240,0,1,3,13,35,407,221,4,0,5
176,1,0,5,17,53,1462,495,7,0,3
27,0,0,3,5,19,1047,472,5,0,1
85,1,1,5,2,8,323,344,1,0,7
74,1,0,2,12,10,875,686,9,0,3
228,0,1,6,13,2,40,806,2,0,5
85,0,0,3,4,4,361,1091,11,0,1
81,1,0,2,10,51,735,1078,4,0,3
178,1,0,3,16,31,825,688,10,0,3
269,1,0,0,16,11,1200,957,12,0,3
294,0,0,4,18,45,738,540,3,0,1
35,0,0,4,6,24,1469,920,7,0,1
247,1,0,0,11,45,483,513,11,0,3
291,1,0,2,16,7,7,187,1,0,3
37,0,0,4,11,36,673,59,1,0,1
147,0,0,5,19,18,1212,304,3,0,1
24,0,1,1,1,32,604,568,9,0,5
274,1,0,5,20,25,276,175,12,0,3
64,1,0,1,15,23,544,68,2,0,3
171,0,1,6,11,2,389,1164,11,0,5
87,0,0,1,3,8,732,59,9,0,1
73,1,0,6,12,37,378,229,3,0,3
43,0,1,3,18,13,816,17,3,1,4
204,1,0,1,8,39,806,94,11,0,3
132,1,1,4,13,51,3,703,5,0,7
256,1,0,5,13,31,1458,79,6,0,3
161,1,1,4,11,30,662,578,8,0,7
258,1,0,4,8,25,67,996,5,0,3
197,0,1,6,13,2,978,474,6,0,5
82,0,1,2,1,53,1340,526,4,0,5
47,1,0,1,6,23,1210,358,11,0,3
195,0,1,5,18,56,903,791,8,0,5
238,0,0,1,10,15,334,409,9,0,1
15,0,0,6,19,8,549,343,11,0,1
154,0,1,2,10,0,310,1157,9,0,5
120,0,0,1,13,35,1218,670,2,0,1
252,0,1,6,18,41,1050,110,11,0,5
267,0,1,4,3,7,62,159,12,0,5
44,0,1,3,16,26,123,1126,10,0,5
295,1,1,4,18,51,1092,473,8,0,7
289,1,0,2,10,16,634,870,6,0,3
280,0,1,6,11,49,991,960,12,0,5
37,0,1,4,19,9,1115,494,12,0,5
158,0,1,6,4,60,1389,819,11,0,5
277,0,1,2,9,16,1486,270,10,0,5
219,1,1,2,15,30,630,376,6,0,7
101,0,1,5,6,53,906,143,2,0,5
284,0,1,3,2,34,573,349,12,0,5
297,0,0,1,20,56,1481,964,10,0,1
292,0,1,2,3,31,797,2,10,1,4
282,1,0,6,8,12,1493,841,10,0,3
64,1,0,2,3,22,413,983,4,0,3
87,0,1,0,1,34,1146,44,3,0,5
68,0,0,2,18,32,632,917,10,0,1
76,0,0,4,19,29,360,406,1,0,1
32,0,1,6,11,11,548,1091,10,0,5
209,0,0,1,17,8,694,940,12,0,1
285,0,0,2,11,60,678,900,3,0,1
70,0,0,6,2,29,102,489,4,0,1
168,0,0,4,1,22,35,995,6,0,1
67,0,0,5,8,36,1172,515,11,0,1
179,0,1,5,13,11,1237,987,11,0,5
255,0,1,4,7,39,73,944,10,0,5
91,0,1,4,14,55,1000,598,10,0,5
57,0,0,4,10,39,542,373,1,0,1
103,1,1,6,12,2,1042,630,4,0,7
279,0,1,0,5,46,99,1092,9,0,5
130,0,0,5,17,6,971,857,11,0,1
151,1,1,1,4,14,1472,634,5,0,7
102,1,1,1,1,56,80,21,5,1,6
140,1,1,3,5,59,1449,1004,7,0,7
103,0,1,3,12,26,477,642,5,0,5
18,0,1,1,2,34,169,540,5,0,5
193,1,1,3,13,11,1301,356,11,0,7
69,1,0,5,7,19,173,491,7,0,3
63,0,1,4,7,31,897,905,8,0,5
163,1,1,3,5,20,1476,552,3,0,7
182,1,0,4,12,4,527,18,10,1,2
14,0,0,0,5,24,45,829,8,0,1
43,0,0,2,18,59,5,114,9,0,1
211,1,0,1,5,58,8,367,7,0,3
234,0,0,2,15,10,584,513,3,0,1
178,1,0,0,7,56,1002,106,5,0,3
66,0,0,2,14,15,314,838,7,0,1
82,1,0,1,9,8,444,932,6,0,3
240,1,1,1,4,29,428,850,1,0,7
277,1,1,2,1,45,634,14,3,1,6
79,1,0,1,20,50,636,1189,11,0,3
131,1,0,1,12,39,1121,904,2,0,3
11,0,1,6,7,39,717,1,2,1,4
293,0,0,0,8,13,96,1083,7,0,1
49,1,0,2,9,33,253,639,12,0,3
41,0,1,2,1,41,451,1187,12,0,5
41,0,0,2,9,25,998,154,4,0,1
136,0,1,0,16,57,953,701,1,0,5
241,0,0,5,3,5,190,727,1,0,1
168,1,1,1,8,43,1076,746,6,0,7
184,1,1,2,1,55,618,787,9,0,7
268,0,1,6,19,47,1121,949,2,0,5
176,0,1,1,6,45,1428,748,6,0,5
245,1,1,6,16,55,140,1133,3,0,7
127,1,1,3,17,39,594,768,5,0,7
198,1,0,5,13,57,1389,424,1,0,3
37,1,1,0,18,32,1124,470,11,0,7
266,1,1,5,10,23,583,773,8,0,7
240,0,1,4,11,3,863,193,4,0,5
169,1,0,3,10,34,659,18,9,1,2
147,0,1,0,11,10,2,97,3,0,5
130,1,1,5,10,29,932,557,2,0,7
