loc,is_unused,contains_sensitive,num_params,cyclomatic_complexity,commit_count,code_churn,days_since_last_edit,author_count,recent_modification,usage_score,activity_score,importance_score,sensitivity_score
244,1,0,0,14,4,165,814,5,0,0,0,2,0
237,1,0,3,17,35,1470,638,10,0,0,0,3,0
179,0,1,3,20,5,258,155,4,0,2,1,2,3
126,0,1,4,4,58,929,674,4,0,3,0,2,3
120,0,1,6,14,14,98,50,6,0,2,2,3,3
149,1,1,4,1,26,331,477,11,0,0,0,3,3
173,1,0,6,11,55,1476,1198,11,0,0,0,3,0
296,1,1,4,7,48,778,250,4,0,0,1,2,3
67,1,1,3,5,15,1395,756,5,0,0,0,0,3
93,1,0,0,17,18,137,339,3,0,0,1,1,0
268,0,1,2,7,59,1359,206,5,0,3,1,1,3
125,1,0,2,16,24,869,902,1,0,0,0,2,0
50,1,0,5,16,33,1362,1067,2,0,0,0,2,0
273,0,0,4,18,26,134,1150,9,0,3,0,3,0
11,1,0,1,4,28,1188,461,2,0,0,0,0,0
149,1,0,2,15,28,1047,141,6,0,0,1,3,0
41,0,1,0,6,18,1299,321,3,0,2,1,0,2
166,1,0,1,14,5,1357,774,3,0,0,0,2,0
297,0,0,1,5,56,513,473,9,0,3,0,2,0
175,0,0,4,11,42,1251,472,1,0,3,0,3,0
297,1,0,6,13,47,1041,611,12,0,0,0,3,0
19,1,1,0,18,14,1137,379,4,0,0,0,1,2
192,0,1,6,17,17,610,585,6,0,2,0,3,3
195,1,0,0,7,23,455,187,12,0,0,1,2,0
220,1,1,4,4,22,450,924,7,0,0,0,3,3
248,0,1,5,6,50,790,392,3,0,3,0,2,3
9,0,1,5,2,8,172,158,6,0,2,1,2,2
244,1,0,1,17,28,745,889,10,0,0,0,3,0
253,0,1,6,13,29,1087,618,6,0,3,0,3,3
120,0,1,6,16,35,759,235,8,0,3,1,3,3
117,0,1,0,3,56,1144,520,8,0,3,0,2,3
120,0,1,0,2,11,1047,883,10,0,2,0,2,3
269,0,0,5,4,4,726,314,3,0,1,1,2,0
123,0,0,2,9,19,239,702,5,0,2,0,1,0
116,0,0,5,11,37,348,807,9,0,3,0,3,0
167,0,1,6,12,41,798,634,12,0,3,0,3,3
167,0,0,5,9,34,50,425,2,0,3,0,2,0
236,0,1,3,9,29,520,739,2,0,3,0,1,3
134,1,1,2,18,43,702,16,7,1,0,3,3,3
29,1,1,3,14,41,338,1114,2,0,0,0,1,2
62,1,0,5,5,4,1431,996,11,0,0,0,2,0
250,1,0,5,18,10,1076,701,11,0,0,0,3,0
211,1,0,5,12,37,355,901,4,0,0,0,3,0
24,1,1,2,7,31,1350,924,10,0,0,0,1,2
48,1,0,3,5,4,856,984,1,0,0,0,0,0
33,0,0,5,19,25,983,156,12,0,3,1,3,0
293,0,0,1,2,32,690,339,3,0,3,1,1,0
84,1,1,6,13,10,1113,600,12,0,0,0,3,3
134,0,1,6,14,16,511,796,6,0,2,0,3,3
271,0,0,1,7,2,119,724,1,0,1,0,1,0
198,0,0,1,18,14,767,396,5,0,2,0,2,0
280,1,1,2,5,5,498,311,9,0,0,1,2,3
187,1,0,3,5,53,166,70,3,0,0,2,1,0
96,1,1,4,8,6,1260,496,4,0,0,0,1,3
286,1,1,5,7,50,1026,405,1,0,0,0,2,3
179,0,1,1,14,52,721,752,8,0,3,0,3,3
223,0,1,6,20,13,603,272,7,0,2,1,3,3
34,1,1,0,15,33,1205,920,2,0,0,0,1,2
197,1,0,1,5,44,530,1053,1,0,0,0,1,0
51,1,1,3,7,54,1410,117,3,0,0,1,0,3
94,1,1,3,15,46,166,844,2,0,0,0,1,3
242,1,0,0,5,31,1205,1155,1,0,0,0,1,0
16,1,0,2,3,24,648,72,5,0,0,2,0,0
48,0,0,4,15,16,1361,221,12,0,2,1,3,0
10,0,1,1,15,59,986,922,2,0,3,0,1,2
223,0,0,0,17,18,598,72,7,0,2,2,3,0
296,1,0,2,14,47,985,881,9,0,0,0,3,0
11,1,1,4,7,9,1473,1074,4,0,0,0,1,2
273,1,0,2,10,13,464,773,9,0,0,0,2,0
44,0,0,3,17,15,255,381,5,0,2,0,1,0
186,1,0,5,7,30,3,1184,11,0,0,0,3,0
220,1,0,5,5,21,1086,1008,11,0,0,0,3,0
291,1,1,4,16,30,863,418,6,0,0,0,3,3
256,1,0,5,15,10,672,70,2,0,0,2,3,0
283,0,0,5,18,21,442,31,11,0,3,2,3,0
102,1,0,5,15,11,767,389,1,0,0,0,3,0
190,1,1,0,15,50,1419,914,2,0,0,0,2,3
175,0,1,1,10,50,956,778,8,0,3,0,2,3
8,1,1,4,15,25,1216,676,6,0,0,0,3,2
19,0,1,3,10,10,645,237,5,0,2,1,0,2
53,1,0,4,6,15,1334,990,6,0,0,0,2,0
194,1,1,2,16,19,1107,910,3,0,0,0,2,3
196,0,1,1,3,49,1078,581,10,0,3,0,2,3
20,1,1,1,2,5,446,191,8,0,0,1,1,2
85,1,0,6,3,3,2,832,5,0,0,0,1,0
269,1,0,1,18,6,668,1018,5,0,0,0,2,0
88,0,0,5,9,43,1132,49,2,0,3,2,1,0
266,0,1,2,12,41,394,716,2,0,3,0,2,3
231,1,0,6,9,17,85,1166,6,0,0,0,3,0
143,0,1,0,13,44,186,381,7,0,3,0,3,3
239,0,1,5,10,7,856,891,4,0,2,0,2,3
71,1,1,5,10,54,226,240,8,0,0,1,2,3
216,1,0,1,8,25,1179,634,11,0,0,0,2,0
264,0,0,2,12,34,12,238,7,0,3,1,3,0
89,0,1,1,2,22,768,794,5,0,3,0,0,3
36,1,1,1,7,28,1421,129,12,0,0,1,1,2
279,1,0,5,4,48,504,489,10,0,0,0,3,0
22,1,0,3,17,2,963,937,6,0,0,0,2,0
293,1,0,4,1,21,1215,1092,9,0,0,0,3,0
258,1,0,1,8,22,1030,697,10,0,0,0,2,0
40,1,1,6,4,26,1023,255,1,0,0,1,1,2
250,1,1,0,8,36,999,1082,5,0,0,0,1,3
54,0,0,5,9,46,1307,408,3,0,3,0,1,0
293,0,1,3,15,35,397,289,5,0,3,1,2,3
121,1,0,6,2,26,332,407,9,0,0,0,3,0
156,1,0,6,14,57,1001,881,9,0,0,0,3,0
300,1,1,6,15,6,800,917,8,0,0,0,3,3
236,1,1,4,17,9,688,998,8,0,0,0,3,3
61,0,0,1,2,56,554,1080,3,0,3,0,0,0
273,0,0,1,12,44,339,143,4,0,3,1,2,0
240,1,1,4,18,46,478,875,2,0,0,0,3,3
190,0,1,6,10,19,842,1056,3,0,2,0,2,3
256,0,1,4,11,33,122,840,3,0,3,0,3,3
119,0,1,0,1,50,886,255,10,0,3,1,2,3
246,0,1,6,7,13,647,363,4,0,2,1,2,3
102,0,1,0,10,41,1121,244,5,0,3,1,1,3
132,0,0,5,18,56,751,1076,11,0,3,0,3,0
21,0,0,5,15,2,1207,93,9,0,1,1,3,0
28,1,1,0,12,24,1399,35,4,0,0,2,1,2
6,1,0,4,4,48,236,712,1,0,0,0,1,0
118,0,0,6,18,35,830,853,4,0,3,0,3,0
244,0,1,5,5,16,102,307,10,0,2,1,3,3
171,0,0,3,7,22,483,1180,10,0,3,0,2,0
248,0,1,3,18,13,570,220,2,0,2,1,2,3
114,1,0,0,7,31,1226,1101,5,0,0,0,1,0
49,1,0,6,13,0,1381,639,9,0,0,0,3,0
145,0,1,3,3,14,1106,160,11,0,2,1,2,3
66,0,1,2,1,43,33,154,5,0,3,1,0,3
53,1,0,0,18,54,1406,79,1,0,0,2,1,0
63,1,1,2,2,20,871,1094,9,0,0,0,1,3
133,1,0,0,6,43,1169,148,7,0,0,1,2,0
255,1,1,4,18,18,611,262,7,0,0,1,3,3
219,1,1,3,15,44,977,549,5,0,0,0,2,3
246,1,1,4,7,15,82,723,8,0,0,0,3,3
184,1,1,6,10,17,556,14,10,1,0,3,3,3
116,0,1,1,8,15,325,321,11,0,2,1,2,3
136,0,0,4,1,55,598,225,6,0,3,1,3,0
201,1,1,1,9,38,329,643,3,0,0,0,1,3
211,0,1,5,2,26,117,1079,2,0,3,0,2,3
109,1,1,4,15,13,656,935,5,0,0,0,3,3
40,1,0,2,14,39,735,948,12,0,0,0,2,0
81,1,1,1,16,9,18,153,7,0,0,1,2,3
233,1,1,1,13,39,968,995,5,0,0,0,2,3
160,0,1,3,18,42,172,551,7,0,3,0,3,3
237,1,0,5,17,28,843,62,7,0,0,2,3,0
117,0,0,0,18,25,833,8,10,1,3,3,3,0
24,1,1,5,1,10,429,578,1,0,0,0,1,2
193,1,1,4,19,23,235,1178,6,0,0,0,3,3
190,0,1,6,14,36,1033,525,6,0,3,0,3,3
290,0,1,6,17,23,522,342,1,0,3,1,3,3
74,1,0,2,7,12,873,44,3,0,0,2,0,0
184,0,0,1,7,33,355,832,10,0,3,0,2,0
55,1,0,3,1,45,767,908,6,0,0,0,1,0
98,1,1,1,19,20,192,16,7,1,0,3,2,3
98,1,0,4,19,20,80,158,4,0,0,1,2,0
169,1,0,6,9,54,552,617,2,0,0,0,2,0
65,1,0,0,13,6,1034,141,12,0,0,1,2,0
8,0,0,3,3,20,916,533,9,0,3,0,1,0
125,1,0,3,6,23,1455,613,12,0,0,0,2,0
247,0,1,1,16,10,912,1092,2,0,2,0,2,3
41,1,1,1,4,51,1372,726,6,0,0,0,1,2
272,0,0,5,6,48,487,673,7,0,3,0,3,0
45,1,1,2,8,26,122,338,8,0,0,1,1,2
186,1,1,1,18,50,1080,999,10,0,0,0,3,3
50,0,1,2,11,32,283,226,2,0,3,1,1,2
173,1,1,4,5,32,290,805,8,0,0,0,3,3
19,1,1,2,1,42,1243,762,2,0,0,0,0,2
135,0,0,3,8,52,1369,409,11,0,3,0,2,0
187,1,0,2,16,40,323,516,5,0,0,0,2,0
260,0,1,4,18,16,515,627,10,0,2,0,3,3
220,1,1,6,11,6,1188,1076,12,0,0,0,3,3
184,1,0,1,14,17,1398,149,1,0,0,1,2,0
227,0,0,3,12,27,307,1042,1,0,3,0,2,0
286,0,0,5,4,39,1267,1019,8,0,3,0,3,0
24,0,0,1,19,29,1420,1091,10,0,3,0,2,0
270,0,1,6,17,18,806,626,11,0,2,0,3,3
273,0,1,1,20,57,139,59,1,0,3,2,2,3
7,1,0,1,7,25,821,1093,12,0,0,0,1,0
96,0,1,3,5,27,1057,355,9,0,3,1,1,3
231,0,0,6,6,50,1261,378,3,0,3,0,2,0
152,0,1,5,16,59,391,611,5,0,3,0,3,3
289,0,1,4,10,51,731,639,11,0,3,0,3,3
219,1,0,1,15,32,132,420,3,0,0,0,2,0
245,0,1,0,10,1,1096,525,4,0,1,0,1,3
232,1,1,1,16,7,329,427,6,0,0,0,3,3
28,0,0,6,1,45,650,429,5,0,3,0,1,0
229,0,0,3,12,58,413,127,7,0,3,1,3,0
197,0,1,0,6,5,753,318,10,0,2,1,2,3
113,1,0,5,13,40,342,956,7,0,0,0,3,0
216,0,1,6,17,41,600,210,12,0,3,1,3,3
136,1,0,3,13,30,1386,63,4,0,0,2,2,0
254,1,0,1,20,3,132,1085,6,0,0,0,3,0
298,1,0,3,19,40,671,604,9,0,0,0,3,0
117,1,0,0,19,3,76,115,7,0,0,1,3,0
188,0,1,3,12,26,880,725,6,0,3,0,3,3
157,0,0,1,10,54,538,385,12,0,3,0,2,0
88,0,0,0,6,14,992,480,6,0,2,0,1,0
92,0,1,0,17,44,15,259,1,0,3,1,1,3
97,1,1,0,7,25,602,591,3,0,0,0,0,3
89,0,0,0,2,60,1346,374,5,0,3,0,0,0
268,1,1,0,2,52,802,198,11,0,0,1,2,3
91,0,1,5,1,24,432,200,6,0,3,1,2,3
117,0,0,0,15,32,436,298,11,0,3,1,3,0
72,0,0,6,16,2,190,873,12,0,1,0,3,0
6,0,1,3,3,27,1064,226,11,0,3,1,1,2
159,0,1,0,10,45,211,323,4,0,3,1,1,3
51,1,1,4,16,1,842,362,5,0,0,1,2,3
146,0,1,4,8,2,1498,202,7,0,1,1,3,3
62,0,0,2,19,49,739,992,2,0,3,0,1,0
175,1,0,3,2,47,676,723,9,0,0,0,2,0
72,1,1,6,2,10,1351,44,5,0,0,2,1,3
125,0,0,3,13,20,381,75,10,0,3,2,3,0
42,1,1,5,17,29,103,130,11,0,0,1,3,2
285,1,0,2,9,60,664,1059,5,0,0,0,1,0
142,0,0,2,14,35,611,846,7,0,3,0,3,0
202,1,0,0,20,6,951,167,12,0,0,1,3,0
47,0,1,4,1,8,391,273,3,0,2,1,1,2
125,0,1,4,20,58,492,445,8,0,3,0,3,3
69,1,1,3,19,34,1150,766,12,0,0,0,2,3
245,1,0,1,4,41,855,338,8,0,0,1,2,0
263,0,1,0,19,16,594,997,2,0,2,0,2,3
127,1,1,0,2,48,339,456,4,0,0,0,1,3
125,0,1,0,13,5,561,1097,3,0,2,0,2,3
179,0,1,6,2,36,774,279,4,0,3,1,2,3
151,0,1,2,15,52,986,1194,3,0,3,0,2,3
144,0,0,0,15,13,1281,456,2,0,2,0,2,0
181,0,0,1,16,41,1212,304,10,0,3,1,3,0
112,1,1,2,14,2,998,829,6,0,0,0,3,3
208,0,1,5,12,9,1267,1005,6,0,2,0,3,3
9,1,0,3,5,40,669,1042,7,0,0,0,1,0
106,1,1,2,16,36,1077,649,1,0,0,0,2,3
81,1,1,3,1,17,832,356,4,0,0,1,0,3
108,0,0,4,6,32,561,1150,1,0,3,0,2,0
116,1,0,3,1,60,240,1155,3,0,0,0,1,0
295,0,1,0,9,16,37,1127,4,0,2,0,1,3
293,1,0,5,10,50,1010,890,10,0,0,0,3,0
76,0,0,0,10,58,1085,765,8,0,3,0,1,0
9,1,1,2,3,46,1254,740,5,0,0,0,0,2
80,1,1,4,3,54,1461,865,11,0,0,0,2,3
153,1,1,1,1,22,1439,972,6,0,0,0,2,3
181,0,0,1,4,53,572,133,9,0,3,1,2,0
68,1,1,3,15,34,69,974,7,0,0,0,2,3
208,1,0,5,19,4,477,235,4,0,0,1,3,0
150,0,1,4,6,32,254,98,7,0,3,1,3,3
229,1,0,2,16,7,1276,1088,9,0,0,0,3,0
216,0,0,6,7,8,1477,1037,5,0,2,0,2,0
76,1,1,2,1,39,1007,344,11,0,0,1,1,3
260,1,0,2,20,0,607,183,4,0,0,1,2,0
39,1,0,6,1,33,146,819,4,0,0,0,1,0
300,0,0,1,1,4,961,205,7,0,1,1,2,0
79,1,0,6,14,57,806,419,7,0,0,0,3,0
144,1,0,0,19,39,1334,1015,2,0,0,0,2,0
280,0,1,2,13,22,129,1147,3,0,3,0,2,3
183,0,1,5,12,60,722,111,9,0,3,1,3,3
142,1,1,2,12,22,8,688,8,0,0,0,3,3
212,0,1,6,3,37,1126,382,10,0,3,0,3,3
148,0,0,5,15,23,592,653,7,0,3,0,3,0
293,1,0,2,6,18,293,1118,11,0,0,0,2,0
106,1,0,2,19,43,786,731,5,0,0,0,2,0
54,1,0,1,3,12,835,275,1,0,0,1,0,0
278,0,0,1,3,41,997,1063,10,0,3,0,2,0
191,0,1,3,5,20,1335,316,1,0,3,1,1,3
82,0,0,6,8,25,1498,512,2,0,3,0,1,0
27,1,1,4,9,56,863,248,4,0,0,1,1,2
158,1,0,4,8,36,922,509,4,0,0,0,2,0
124,1,1,0,7,22,498,300,1,0,0,1,1,3
250,0,0,5,17,19,985,387,5,0,2,0,3,0
26,0,1,2,8,33,79,509,3,0,3,0,0,2
221,1,0,4,1,21,826,112,10,0,0,1,3,0
90,1,0,5,2,49,362,438,11,0,0,0,2,0
271,0,0,6,2,22,20,376,12,0,3,0,3,0
259,1,1,1,4,41,1311,1176,6,0,0,0,2,3
125,1,1,3,5,17,1049,479,10,0,0,0,2,3
137,1,1,1,6,15,635,29,6,1,0,3,2,3
294,0,0,5,16,12,1361,267,4,0,2,1,3,0
225,0,1,3,6,0,269,13,7,1,1,3,2,3
161,1,0,5,12,60,921,39,4,0,0,2,3,0
286,1,1,1,13,42,1489,622,8,0,0,0,3,3
198,0,1,5,16,26,1243,264,7,0,3,1,3,3
189,1,0,0,7,16,757,232,12,0,0,1,2,0
286,0,0,5,1,9,918,387,3,0,2,0,2,0
55,0,1,4,5,40,597,711,6,0,3,0,2,3
285,0,0,1,11,54,1048,275,10,0,3,1,3,0
82,0,0,3,13,35,953,230,5,0,3,1,1,0
56,1,1,5,16,43,240,590,10,0,0,0,3,3
49,1,1,0,3,7,746,469,1,0,0,0,0,2
298,1,1,6,15,47,1382,1085,11,0,0,0,3,3
102,1,1,1,17,2,108,519,7,0,0,0,3,3
70,1,0,0,6,57,634,535,6,0,0,0,1,0
258,1,1,2,9,23,561,401,2,0,0,0,1,3
18,0,1,4,14,1,753,738,3,0,1,0,2,2
146,0,0,3,14,24,1463,1173,9,0,3,0,3,0
73,0,0,6,14,12,572,57,10,0,2,2,3,0
208,0,1,4,3,54,1258,426,11,0,3,0,3,3
54,1,1,5,9,60,675,1123,4,0,0,0,1,3
123,0,1,4,12,38,216,469,8,0,3,0,3,3
141,1,0,0,5,39,188,96,1,0,0,1,1,0
138,1,1,6,12,31,6,163,10,0,0,1,3,3
185,0,0,5,9,0,627,894,6,0,1,0,3,0
18,1,0,0,18,59,58,1022,12,0,0,0,2,0
172,0,1,0,16,7,813,167,9,0,2,1,3,3
169,0,1,3,1,52,1196,333,8,0,3,1,2,3
186,0,1,3,3,1,273,837,7,0,1,0,2,3
66,1,1,5,4,17,452,1096,6,0,0,0,2,3
269,1,1,1,5,13,55,565,12,0,0,0,2,3
257,0,0,1,10,37,1376,1039,5,0,3,0,1,0
230,1,0,3,8,50,1371,1070,5,0,0,0,1,0
144,1,1,2,9,33,1322,1100,3,0,0,0,1,3
159,1,0,1,6,54,217,160,2,0,0,1,1,0
168,0,0,3,7,34,123,512,5,0,3,0,1,0
179,0,1,0,12,56,1134,950,11,0,3,0,3,3
212,1,0,3,15,51,478,793,9,0,0,0,3,0
195,0,1,3,16,39,215,727,10,0,3,0,3,3
79,0,1,3,19,25,346,860,4,0,3,0,1,3
251,1,0,6,15,2,991,154,5,0,0,1,3,0
190,1,0,5,16,45,1294,378,3,0,0,0,3,0
158,1,0,1,7,58,732,158,7,0,0,1,2,0
84,1,1,5,19,50,442,61,7,0,0,2,3,3
76,1,1,2,14,13,65,570,3,0,0,0,1,3
132,0,1,6,1,0,1498,987,2,0,1,0,2,3
39,1,1,3,8,45,881,683,4,0,0,0,0,2
152,1,0,1,3,45,735,787,9,0,0,0,2,0
27,0,0,1,1,41,1443,85,7,0,3,2,1,0
179,1,0,0,3,58,1394,410,5,0,0,0,1,0
170,0,0,6,6,14,1116,846,9,0,2,0,3,0
109,0,1,2,11,13,338,1147,1,0,2,0,2,3
208,1,0,2,15,34,1439,395,2,0,0,0,2,0
88,1,0,0,5,36,533,208,3,0,0,1,0,0
145,1,0,3,2,36,92,953,9,0,0,0,2,0
264,1,0,4,5,2,803,416,3,0,0,0,2,0
130,0,0,4,19,53,58,982,2,0,3,0,3,0
153,1,1,6,4,7,1435,330,7,0,0,1,3,3
86,0,1,6,19,36,1015,132,6,0,3,1,3,3
139,1,1,3,6,37,663,239,5,0,0,1,1,3
103,1,1,5,19,26,1433,989,8,0,0,0,3,3
300,1,0,5,2,21,540,225,12,0,0,1,3,0
185,1,1,6,4,4,1074,250,12,0,0,1,3,3
43,1,1,4,20,58,1056,428,1,0,0,0,2,2
12,1,1,6,4,54,764,318,10,0,0,1,2,2
185,1,1,5,4,21,294,31,10,0,0,2,3,3
290,0,1,6,2,24,1254,1087,9,0,3,0,3,3
221,1,0,0,15,19,1489,1089,1,0,0,0,2,0
204,1,0,0,10,58,1239,752,5,0,0,0,1,0
235,0,0,3,13,27,1306,553,7,0,3,0,3,0
219,1,1,6,16,22,1412,555,6,0,0,0,3,3
202,1,0,6,17,50,813,1083,12,0,0,0,3,0
242,1,1,3,20,25,494,1173,3,0,0,0,2,3
42,0,0,2,15,33,630,1089,11,0,3,0,2,0
28,1,0,3,16,25,492,1063,4,0,0,0,1,0
60,1,1,1,9,19,1255,794,10,0,0,0,1,3
28,1,1,3,18,5,237,776,1,0,0,0,1,2
125,0,0,5,7,38,1323,708,10,0,3,0,3,0
243,1,1,4,19,25,633,220,4,0,0,1,3,3
278,0,1,3,7,24,396,125,12,0,3,1,2,3
194,0,0,4,2,48,1085,1111,2,0,3,0,2,0
161,1,1,6,1,2,1142,106,3,0,0,1,2,3
57,0,0,1,19,49,370,761,6,0,3,0,2,0
285,1,0,0,13,27,568,417,1,0,0,0,2,0
206,1,1,0,16,60,733,763,5,0,0,0,2,3
43,1,1,6,17,56,610,34,4,0,0,2,2,2
275,1,1,0,11,1,1122,538,6,0,0,0,3,3
187,0,0,6,3,14,1389,54,2,0,2,2,2,0
42,1,1,4,13,2,362,687,8,0,0,0,3,2
163,0,1,0,17,54,919,178,12,0,3,1,3,3
32,1,0,1,19,14,117,758,11,0,0,0,2,0
93,0,0,6,8,37,286,918,12,0,3,0,2,0
278,0,0,3,17,19,919,446,11,0,2,0,3,0
44,1,0,0,20,27,1067,360,4,0,0,1,1,0
6,0,1,3,17,18,958,226,6,0,2,1,2,2
138,0,1,3,3,37,424,625,10,0,3,0,2,3
209,0,0,6,17,8,336,1086,3,0,2,0,3,0
39,0,0,4,16,47,409,861,8,0,3,0,3,0
212,0,0,0,7,21,46,492,2,0,3,0,1,0
276,0,1,1,3,12,949,1130,12,0,2,0,2,3
39,0,0,4,5,37,465,709,4,0,3,0,1,0
30,0,1,4,7,21,1436,668,7,0,3,0,2,2
283,0,0,2,1,7,68,1078,5,0,2,0,1,0
57,1,0,4,18,3,681,420,1,0,0,0,2,0
126,1,0,5,14,23,184,246,6,0,0,1,3,0
253,1,0,1,2,49,557,702,6,0,0,0,2,0
175,0,0,4,10,60,125,729,6,0,3,0,3,0
300,1,1,1,5,26,1491,83,6,0,0,2,2,3
53,1,1,4,12,2,168,786,3,0,0,0,2,3
144,0,0,4,3,35,426,212,2,0,3,1,2,0
113,0,0,0,7,12,577,759,11,0,2,0,2,0
259,0,1,4,1,18,116,905,3,0,2,0,2,3
112,1,0,6,16,36,699,268,8,0,0,1,3,0
154,0,0,2,9,53,1014,970,10,0,3,0,2,0
132,0,1,4,4,53,12,155,11,0,3,1,3,3
286,1,0,3,2,39,883,820,2,0,0,0,1,0
93,0,1,2,12,35,734,1160,1,0,3,0,1,3
38,1,0,0,7,19,802,190,2,0,0,1,0,0
230,0,0,2,7,36,964,623,8,0,3,0,2,0
61,0,0,3,6,47,180,1115,6,0,3,0,1,0
278,1,1,0,5,40,712,230,4,0,0,1,1,3
273,0,1,2,6,10,58,164,8,0,2,1,2,3
173,1,0,4,15,60,1179,599,9,0,0,0,3,0
288,0,0,4,2,42,1230,528,1,0,3,0,2,0
180,1,0,4,9,51,1341,591,7,0,0,0,3,0
211,0,0,2,7,2,853,966,4,0,1,0,1,0
167,1,1,5,2,15,443,459,12,0,0,0,3,3
297,0,0,0,14,7,1457,77,7,0,2,2,3,0
236,1,0,5,5,1,1348,92,3,0,0,1,2,0
146,0,1,6,19,2,593,1094,2,0,1,0,3,3
142,0,0,5,17,14,788,1052,11,0,2,0,3,0
102,1,0,0,15,15,822,525,8,0,0,0,3,0
8,1,1,5,6,30,816,602,3,0,0,0,1,2
111,0,0,5,13,11,1481,101,6,0,2,1,3,0
53,0,1,6,7,11,472,647,11,0,2,0,2,3
41,1,1,5,14,42,756,681,12,0,0,0,3,2
234,1,0,6,19,57,333,884,12,0,0,0,3,0
141,1,0,5,13,2,1012,1045,7,0,0,0,3,0
196,1,0,0,2,50,1070,733,5,0,0,0,1,0
141,0,0,4,17,51,1489,385,12,0,3,0,3,0
163,0,0,6,17,11,346,319,6,0,2,1,3,0
102,1,0,2,15,19,1176,121,4,0,0,1,2,0
17,1,1,4,9,40,1232,339,8,0,0,1,2,2
69,1,1,6,9,33,1101,799,10,0,0,0,2,3
48,1,1,0,13,56,145,863,5,0,0,0,1,2
237,1,0,1,18,2,337,917,6,0,0,0,3,0
243,0,1,1,17,52,533,791,8,0,3,0,3,3
166,1,0,2,15,27,403,1011,1,0,0,0,2,0
122,0,0,6,6,4,81,252,6,0,1,1,3,0
224,0,0,5,1,38,407,471,6,0,3,0,3,0
177,1,1,1,5,15,1159,745,12,0,0,0,2,3
124,0,1,5,19,22,521,134,4,0,3,1,3,3
98,1,1,5,11,46,112,1047,4,0,0,0,2,3
251,1,0,2,17,19,1048,769,2,0,0,0,2,0
210,0,1,4,4,37,1000,315,1,0,3,1,2,3
105,0,0,3,19,32,560,541,1,0,3,0,2,0
262,1,1,3,2,17,1334,1123,8,0,0,0,2,3
42,0,0,4,2,42,730,406,6,0,3,0,2,0
145,0,0,5,9,0,141,375,3,0,1,0,2,0
150,0,0,2,9,22,836,576,3,0,3,0,1,0
97,1,0,2,11,39,72,1175,3,0,0,0,1,0
240,1,1,3,11,36,1018,310,7,0,0,1,3,3
87,1,0,4,6,27,1096,136,5,0,0,1,1,0
283,1,0,2,11,55,133,345,4,0,0,1,2,0
203,0,0,0,5,12,1323,708,11,0,2,0,2,0
247,0,1,1,3,7,1080,206,10,0,2,1,2,3
205,0,1,0,6,16,1465,529,1,0,2,0,1,3
77,1,0,0,7,59,1359,17,2,1,0,3,0,0
152,1,1,0,8,16,1281,519,11,0,0,0,2,3
282,1,1,5,9,5,169,287,2,0,0,1,2,3
100,1,1,3,13,3,318,866,11,0,0,0,2,3
119,0,1,2,4,46,814,246,10,0,3,1,2,3
60,1,0,6,11,40,206,1001,5,0,0,0,2,0
64,1,1,2,6,39,919,1068,5,0,0,0,0,3
191,0,0,1,2,39,166,704,10,0,3,0,2,0
231,0,1,1,1,24,424,866,2,0,3,0,1,3
27,1,1,0,17,30,677,973,9,0,0,0,2,2
127,0,1,6,11,60,1216,587,1,0,3,0,3,3
255,1,1,2,9,37,822,463,10,0,0,0,2,3
180,0,1,0,12,20,146,1192,12,0,3,0,3,3
31,0,1,5,18,12,1159,728,1,0,2,0,2,2
20,0,1,4,3,10,861,992,9,0,2,0,2,2
188,1,0,5,15,21,1326,130,6,0,0,1,3,0
272,1,0,2,4,53,115,312,8,0,0,1,2,0
85,0,1,0,6,50,1322,327,7,0,3,1,1,3
72,0,1,3,9,17,1048,725,8,0,2,0,1,3
36,1,0,5,9,29,1039,157,12,0,0,1,2,0
181,1,0,3,15,12,1075,226,7,0,0,1,3,0
263,1,1,5,1,33,130,1114,3,0,0,0,2,3
274,0,0,2,8,22,1067,977,6,0,3,0,2,0
196,1,1,1,4,25,111,321,12,0,0,1,2,3
169,1,1,6,13,59,960,924,3,0,0,0,3,3
29,1,0,2,6,50,696,628,2,0,0,0,0,0
118,1,0,2,18,51,279,399,3,0,0,0,2,0
192,1,0,6,3,3,859,279,6,0,0,1,3,0
167,0,1,2,8,17,408,10,3,1,2,3,1,3
71,1,0,1,6,35,1360,867,2,0,0,0,0,0
240,1,0,3,19,40,1484,765,3,0,0,0,2,0
20,1,1,6,6,18,821,240,1,0,0,1,1,2
98,0,1,5,11,30,298,26,7,1,3,3,3,3
23,0,0,0,17,57,1091,23,5,1,3,3,1,0
276,1,0,1,4,3,188,904,1,0,0,0,1,0
152,1,0,0,10,12,542,1175,9,0,0,0,2,0
48,0,1,0,13,34,954,22,7,1,3,3,2,2
117,0,1,3,10,29,73,446,12,0,3,0,2,3
220,1,0,5,9,45,53,92,6,0,0,1,3,0
151,0,1,6,11,58,146,639,12,0,3,0,3,3
231,0,0,3,7,44,822,818,11,0,3,0,2,0
140,1,0,2,11,59,555,928,1,0,0,0,2,0
134,1,0,1,3,3,653,667,10,0,0,0,2,0
199,1,1,1,6,25,530,144,10,0,0,1,2,3
136,0,1,0,10,54,674,698,8,0,3,0,2,3
242,1,1,3,7,14,324,29,9,1,0,3,2,3
61,1,0,6,1,46,981,108,1,0,0,1,1,0
